"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalAlleOnderliggendeDoodsoorzaken_1";"TotaalInfectieuzeEnParasitaireZktn_2";"k_11Tuberculose_3";"k_12Meningokokkeninfecties_4";"k_13ViraleHepatitis_5";"k_14AIDS_6";"k_15OvInfectieuzeEnParasitaireZktn_7";"TotaalNieuwvormingen_8";"TotaalKwaadaardigeNieuwvormingen_9";"k_211KwNvVanLipMondEnKeel_10";"k_212KwNvVanSlokdarm_11";"k_213KwNvVanMaag_12";"k_214KwNvVanDikkeDarm_13";"k_215KwNvVanEndeldarmEnAnus_14";"k_216KwNvLeverEnIntrahGalwegen_15";"k_217KwNvVanGalblaasEnGalwegen_16";"k_218KwNvVanAlvleesklier_17";"k_219KwNvVanStrottehoofd_18";"k_2110KwNvVanLuchtpijpEnLong_19";"k_2111MelanoomVanHuid_20";"k_2112KwNvVanBorst_21";"k_2113KwNvVanBaarmoederhals_22";"k_2114KwNvVanBaarmoederlichaam_23";"k_2115KwNvVanEierstok_24";"k_2116KwNvVanProstaat_25";"k_2117KwNvNierBehalveNierbekken_26";"k_2118KwNvVanUrineblaas_27";"k_2119KwNvLymfEnBloedvWeefsel_28";"k_2120OvKwaadaardigeNieuwvormingen_29";"k_22OverigeNieuwvormingen_30";"k_3ZktnBloedBloedvormendeOrganenEn_31";"TotaalEndocrieneVoedingsStofwZ_32";"k_41Suikerziekte_33";"k_42OvEndocrieneVoedingsStofwis_34";"TotaalPsychischeStoornissen_35";"k_51PsychischeStoornissenDoorAlcohol_36";"k_52PsychischeStoornissenDrugsEnVl_37";"k_53OverigePsychischeStoornissen_38";"TotaalZiektenZenuwstelselEnZintuigen_39";"k_61Hersenvliesontsteking_40";"k_62ZiekteVanParkinson_41";"k_63OvZktnZenuwstelselEnZintuigen_42";"TotaalZiektenVanHartEnVaatstelsel_43";"TotaalZiektenVanDeKransvaten_44";"k_711AcuutHartinfarct_45";"k_712OverigeZiektenVanDeKransvaten_46";"k_72OverigeHartziekten_47";"k_73Hersenvaatletsels_48";"k_74OverigeZiektenHartEnVaatstelsel_49";"TotaalZiektenVanDeAdemhalingsorganen_50";"k_81Griep_51";"k_82Longontsteking_52";"TotaalChronischeAandOndersteLucht_53";"k_831Astma_54";"k_832OvChronAandOndersteLuchtw_55";"k_84OverigeZiektenAdemhalingsorganen_56";"TotaalZiektenSpijsverteringsorganen_57";"k_91MaagzweerEnZweerAanTwaalfvinge_58";"TotaalChronischeLeveraandoeningen_59";"k_921ChronischeLeveraandAlcohol_60";"k_922OvChronischeLeveraandoeningen_61";"k_93OvZiektenSpijsverteringsorganen_62";"k_10ZiektenHuidOnderhuidsBindweefsel_63";"TotaalZiektenSpierenBeendBindwfsl_64";"k_111ReumatoideArtritisEnArtrose_65";"k_112OvZktnSpierenBeendBindwfsl_66";"TotaalZktnUrinewegenEnGeslOrganen_67";"k_121ZiektenVanNierEnUrineleider_68";"k_122OvZktnUrinewegenEnGeslOrganen_69";"k_13ComplicatiesZwangerschapBevallin_70";"k_14AandoeningenVDPerinatalePeriode_71";"TotaalAangeborenAfwijkingen_72";"k_151AangeborenAfwZenuwstelsel_73";"k_152AangeborenAfwHartEnBloedvaten_74";"k_153OverigeAangeborenAfwijkingen_75";"TotaalSympEnOnvollOmschrZiekten_76";"k_161Wiegendood_77";"k_162OnvollOmschrEnOnbekOorzaken_78";"k_163OvSymptomenEnOnvolledigOmsch_79";"TotaalUitwendigeDoodsoorzaken_80";"TotaalOngevallen_81";"TotaalVervoersongevallen_82";"k_17111Wegverkeersongevallen_83";"k_17112OverigeVervoersongevallen_84";"k_1712AccidenteleVal_85";"k_1713AccidenteleVerdrinking_86";"k_1714AccidenteleVergiftiging_87";"k_1715OverigeOngevallen_88";"k_172Zelfdoding_89";"k_173MoordEnDoodslag_90";"k_174GebeurtenissenOpzetOnbekend_91";"k_175OverigeUitwendigeDoodsoorzaken_92";"k_18TotaalCOVID19Coronavirus19_93";"k_181VastgesteldeCOVID19_94";"k_182VermoedelijkeCOVID19_95"
"59198";"4000   ";"71800";"GM0394";"2019JJ00";"86";"1";"0";"0";"0";"0";"1";"24";"21";"0";"0";"0";"3";"1";"0";"0";"2";"0";"7";"0";"2";"0";"0";"2";;"0";"0";"1";"3";"3";"0";"2";"2";"0";"11";"0";"0";"11";"4";"0";"1";"3";"24";"2";"0";"2";"9";"7";"6";"8";"0";"3";"4";"0";"4";"1";"4";"1";"0";"0";"0";"3";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"2";;"1";"1";"4";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"1";;;
"59199";"4000   ";"71800";"GM0394";"2020JJ00";"95";"1";"0";"0";"0";"0";"1";"14";"14";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"3";"0";"0";"1";;"0";"0";"2";"1";"0";"2";"2";"2";"0";"8";"0";"0";"8";"2";"0";"0";"2";"26";"7";"5";"2";"11";"4";"4";"10";"0";"1";"6";"0";"6";"3";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";;"2";"7";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"17";"17";"0"
"59220";"4000   ";"71800";"GM0796";"2016JJ00";"115";"2";"0";"0";"0";"0";"2";"22";"21";"0";"1";"2";"4";"1";"1";"0";"1";"1";"2";"0";"1";"0";"0";"2";;"0";"0";"2";"3";"1";"1";"3";"2";"1";"13";"0";"0";"13";"8";"0";"0";"8";"36";"4";"1";"3";"11";"11";"10";"12";"0";"4";"4";"0";"4";"4";"2";"0";"0";"0";"0";"2";"0";"1";"1";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"5";;"2";"3";"8";"8";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";;;
"59221";"4000   ";"71800";"GM0796";"2017JJ00";"123";"6";"0";"0";"0";"0";"6";"21";"18";"0";"0";"1";"3";"1";"0";"0";"0";"0";"1";"0";"3";"0";"0";"3";;"0";"0";"0";"6";"3";"0";"1";"1";"0";"14";"0";"0";"14";"10";"0";"1";"9";"34";"8";"4";"4";"6";"14";"6";"11";"0";"3";"6";"0";"6";"2";"4";"0";"0";"0";"0";"4";"0";"1";"0";"1";"2";"1";"1";"0";"0";"0";"0";"0";"0";"15";;"9";"6";"4";"4";"0";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0";;;
"59222";"4000   ";"71800";"GM0796";"2018JJ00";"143";"2";"0";"0";"0";"0";"2";"31";"26";"1";"2";"1";"3";"0";"0";"0";"2";"0";"0";"0";"8";"0";"0";"1";;"0";"0";"3";"5";"5";"0";"1";"0";"1";"20";"0";"0";"20";"19";"0";"3";"16";"40";"6";"5";"1";"12";"11";"11";"9";"2";"2";"4";"0";"4";"1";"4";"0";"0";"0";"0";"4";"0";"2";"0";"2";"4";"4";"0";"0";"0";"0";"0";"0";"0";"5";;"0";"5";"6";"6";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";;;
"59223";"4000   ";"71800";"GM0796";"2019JJ00";"130";"3";"0";"0";"0";"0";"3";"23";"22";"1";"1";"1";"4";"0";"0";"0";"2";"0";"3";"0";"2";"0";"1";"0";;"0";"1";"2";"4";"1";"1";"3";"2";"1";"24";"0";"0";"24";"6";"0";"1";"5";"30";"4";"1";"3";"12";"10";"4";"11";"0";"2";"8";"0";"8";"1";"7";"0";"0";"0";"0";"7";"0";"0";"0";"0";"5";"2";"3";"0";"0";"0";"0";"0";"0";"8";;"5";"3";"9";"8";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"1";;;
"59224";"4000   ";"71800";"GM0796";"2020JJ00";"140";"5";"0";"0";"0";"0";"5";"20";"19";"1";"1";"2";"3";"0";"0";"0";"2";"0";"3";"0";"3";"0";"1";"1";;"0";"0";"0";"2";"1";"0";"2";"2";"0";"14";"0";"0";"14";"15";"0";"1";"14";"23";"6";"4";"2";"8";"5";"4";"7";"0";"2";"5";"1";"4";"0";"5";"0";"0";"0";"0";"5";"0";"0";"0";"0";"3";"2";"1";"0";"0";"0";"0";"0";"0";"6";;"2";"4";"10";"10";"0";"0";"0";"9";"0";"0";"1";"0";"0";"0";"0";"30";"25";"5"
"59245";"4000   ";"71800";"GM0546";"2016JJ00";"80";"1";"0";"0";"0";"0";"1";"14";"14";"0";"0";"0";"1";"0";"0";"0";"0";"0";"4";"0";"2";"0";"0";"1";;"0";"0";"3";"3";"0";"0";"2";"2";"0";"12";"0";"0";"12";"4";"0";"0";"4";"25";"3";"3";"0";"11";"10";"1";"6";"0";"3";"2";"0";"2";"1";"3";"0";"0";"0";"0";"3";"0";"2";"1";"1";"3";"2";"1";"0";"0";"0";"0";"0";"0";"2";;"0";"2";"6";"4";"1";"1";"0";"3";"0";"0";"0";"0";"0";"0";"2";;;
"59246";"4000   ";"71800";"GM0546";"2017JJ00";"85";"3";"0";"0";"0";"0";"3";"14";"11";"0";"0";"0";"1";"2";"0";"1";"0";"0";"2";"0";"2";"0";"0";"0";;"1";"0";"1";"1";"3";"0";"1";"1";"0";"17";"0";"0";"17";"3";"0";"1";"2";"30";"6";"4";"2";"14";"8";"2";"9";"1";"4";"4";"0";"4";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"3";"1";"2";"0";"0";"0";"0";"0";"0";"1";;"0";"1";"2";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";;;
"59247";"4000   ";"71800";"GM0546";"2018JJ00";"107";"1";"0";"0";"0";"0";"1";"24";"20";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"4";"0";"0";"2";;"1";"1";"4";"6";"4";"0";"5";"4";"1";"15";"0";"0";"15";"4";"0";"1";"3";"27";"5";"5";"0";"10";"10";"2";"13";"0";"7";"6";"0";"6";"0";"3";"0";"0";"0";"0";"3";"0";"2";"2";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"3";;"1";"2";"8";"7";"0";"0";"0";"7";"0";"0";"0";"1";"0";"0";"0";;;
"59248";"4000   ";"71800";"GM0546";"2019JJ00";"101";"5";"0";"0";"0";"0";"5";"10";"8";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"1";"1";"0";"0";;"0";"0";"2";"1";"2";"1";"3";"2";"1";"27";"0";"0";"27";"8";"0";"1";"7";"22";"4";"3";"1";"6";"9";"3";"10";"1";"2";"7";"1";"6";"0";"1";"0";"0";"0";"0";"1";"0";"3";"2";"1";"2";"1";"1";"0";"0";"0";"0";"0";"0";"6";;"2";"4";"3";"3";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";;;
"59249";"4000   ";"71800";"GM0546";"2020JJ00";"124";"3";"0";"0";"0";"0";"3";"17";"16";"0";"0";"0";"1";"2";"0";"0";"1";"0";"0";"1";"3";"0";"0";"2";;"0";"0";"1";"5";"1";"1";"1";"1";"0";"19";"0";"0";"19";"10";"0";"2";"8";"36";"8";"2";"6";"14";"10";"4";"7";"1";"3";"1";"0";"1";"2";"4";"0";"0";"0";"0";"4";"1";"4";"2";"2";"2";"0";"2";"0";"0";"0";"0";"0";"0";"4";;"1";"3";"5";"4";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"1";"10";"8";"2"
"59270";"4000   ";"71800";"GM0935";"2016JJ00";"127";"2";"0";"0";"0";"0";"2";"19";"17";"0";"0";"0";"5";"0";"0";"0";"0";"0";"2";"0";"3";"0";"1";"2";;"0";"0";"2";"2";"2";"0";"3";"2";"1";"26";"0";"0";"26";"5";"0";"1";"4";"45";"8";"7";"1";"15";"16";"6";"9";"0";"4";"4";"0";"4";"1";"4";"0";"0";"0";"0";"4";"1";"1";"1";"0";"2";"2";"0";"0";"0";"0";"0";"0";"0";"3";;"3";"0";"7";"6";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"1";;;
"59271";"4000   ";"71800";"GM0935";"2017JJ00";"147";"5";"0";"0";"0";"0";"5";"22";"18";"0";"2";"1";"2";"0";"0";"0";"1";"0";"1";"0";"2";"0";"1";"0";;"0";"1";"2";"5";"4";"4";"3";"2";"1";"17";"0";"0";"17";"7";"0";"1";"6";"54";"5";"3";"2";"21";"18";"10";"9";"0";"3";"6";"1";"5";"0";"4";"0";"0";"0";"0";"4";"0";"3";"0";"3";"7";"4";"3";"0";"0";"0";"0";"0";"0";"8";;"2";"6";"4";"4";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";;;
"59272";"4000   ";"71800";"GM0935";"2018JJ00";"141";"9";"0";"0";"0";"0";"9";"18";"15";"0";"0";"1";"2";"0";"1";"0";"1";"0";"3";"0";"4";"1";"0";"0";;"0";"0";"1";"1";"3";"1";"7";"4";"3";"18";"0";"0";"18";"10";"0";"2";"8";"34";"6";"6";"0";"6";"14";"8";"11";"0";"3";"6";"0";"6";"2";"4";"0";"0";"0";"0";"4";"1";"3";"1";"2";"7";"3";"4";"0";"0";"0";"0";"0";"0";"6";;"1";"5";"12";"8";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"4";;;
"59273";"4000   ";"71800";"GM0935";"2019JJ00";"169";"4";"0";"0";"0";"0";"4";"23";"21";"0";"1";"0";"4";"1";"0";"0";"0";"0";"3";"0";"2";"0";"0";"2";;"1";"0";"0";"7";"2";"1";"0";"0";"0";"22";"0";"0";"22";"18";"0";"2";"16";"53";"9";"5";"4";"18";"17";"9";"17";"0";"8";"7";"0";"7";"2";"10";"0";"0";"0";"0";"10";"0";"0";"0";"0";"5";"2";"3";"0";"0";"0";"0";"0";"0";"8";;"2";"6";"8";"7";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"1";;;
"59274";"4000   ";"71800";"GM0935";"2020JJ00";"158";"6";"0";"0";"0";"0";"6";"23";"19";"0";"1";"0";"2";"0";"1";"0";"0";"0";"5";"0";"1";"1";"1";"1";;"0";"0";"3";"3";"4";"0";"5";"5";"0";"12";"0";"0";"12";"5";"0";"2";"3";"43";"6";"3";"3";"13";"16";"8";"8";"0";"3";"4";"1";"3";"1";"6";"1";"1";"0";"1";"4";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"7";;"4";"3";"6";"5";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"1";"35";"26";"9"
"59295";"4000   ";"71800";"GM0268";"2016JJ00";"142";"4";"0";"0";"0";"0";"4";"25";"23";"0";"1";"0";"6";"0";"0";"1";"1";"0";"1";"1";"3";"0";"0";"1";;"0";"1";"1";"6";"2";"0";"3";"2";"1";"20";"0";"0";"20";"12";"0";"2";"10";"37";"8";"4";"4";"9";"11";"9";"13";"0";"2";"10";"0";"10";"1";"8";"0";"0";"0";"0";"8";"1";"0";"0";"0";"4";"3";"1";"0";"0";"0";"0";"0";"0";"2";;"1";"1";"13";"12";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"1";;;
"59296";"4000   ";"71800";"GM0268";"2017JJ00";"138";"6";"0";"0";"0";"0";"6";"22";"20";"0";"0";"2";"4";"2";"0";"0";"0";"0";"2";"0";"5";"1";"0";"0";;"1";"1";"1";"1";"2";"1";"5";"3";"2";"15";"0";"0";"15";"7";"0";"2";"5";"48";"9";"6";"3";"15";"12";"12";"12";"0";"4";"8";"0";"8";"0";"7";"0";"0";"0";"0";"7";"0";"2";"0";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"5";;"2";"3";"7";"7";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";;;
"59297";"4000   ";"71800";"GM0268";"2018JJ00";"124";"4";"1";"0";"0";"0";"3";"17";"17";"0";"0";"0";"1";"1";"1";"0";"1";"0";"2";"0";"2";"0";"0";"0";;"1";"0";"4";"4";"0";"0";"5";"2";"3";"16";"0";"0";"16";"13";"0";"0";"13";"42";"7";"5";"2";"10";"16";"9";"9";"0";"3";"2";"0";"2";"4";"6";"0";"1";"0";"1";"5";"0";"1";"1";"0";"3";"2";"1";"0";"0";"0";"0";"0";"0";"3";;"0";"3";"5";"4";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"1";;;
"59298";"4000   ";"71800";"GM0268";"2019JJ00";"129";"1";"0";"0";"0";"0";"1";"28";"27";"1";"1";"0";"5";"3";"1";"0";"2";"0";"2";"0";"1";"1";"2";"3";;"0";"2";"1";"2";"1";"0";"2";"1";"1";"17";"0";"0";"17";"6";"0";"0";"6";"42";"9";"8";"1";"8";"16";"9";"11";"1";"3";"5";"0";"5";"2";"2";"1";"0";"0";"0";"1";"0";"4";"2";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"5";;"1";"4";"10";"7";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"3";;;
"59299";"4000   ";"71800";"GM0268";"2020JJ00";"150";"4";"0";"0";"0";"0";"4";"21";"21";"0";"0";"0";"4";"0";"0";"0";"0";"0";"3";"0";"2";"0";"1";"0";;"0";"1";"3";"7";"0";"2";"5";"4";"1";"26";"0";"0";"26";"4";"0";"1";"3";"42";"9";"4";"5";"11";"10";"12";"9";"0";"1";"7";"1";"6";"1";"4";"0";"0";"0";"0";"4";"0";"1";"1";"0";"3";"1";"2";"0";"0";"0";"0";"0";"0";"1";;"0";"1";"8";"8";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"20";"17";"3"
"59320";"4000   ";"71800";"GM0599";"2016JJ00";"564";"17";"0";"0";"0";"0";"17";"92";"88";"2";"1";"1";"13";"4";"2";"3";"8";"0";"9";"1";"10";"0";"0";"5";;"1";"2";"8";"18";"4";"2";"12";"9";"3";"84";"0";"0";"84";"43";"0";"10";"33";"174";"29";"21";"8";"57";"54";"34";"44";"0";"10";"26";"1";"25";"8";"23";"2";"2";"1";"1";"19";"0";"8";"2";"6";"14";"8";"6";"0";"0";"0";"0";"0";"0";"24";;"10";"14";"27";"23";"0";"0";"0";"22";"0";"0";"1";"0";"0";"0";"4";;;
"59321";"4000   ";"71800";"GM0599";"2017JJ00";"607";"14";"0";"0";"0";"0";"14";"100";"94";"1";"3";"2";"6";"2";"0";"3";"7";"0";"11";"1";"18";"1";"1";"3";;"2";"0";"7";"26";"6";"2";"17";"15";"2";"85";"0";"0";"85";"46";"0";"7";"39";"184";"32";"19";"13";"64";"48";"40";"69";"4";"20";"33";"1";"32";"12";"28";"3";"3";"0";"3";"22";"3";"4";"2";"2";"15";"10";"5";"0";"0";"0";"0";"0";"0";"16";;"5";"11";"24";"20";"1";"1";"0";"19";"0";"0";"0";"1";"0";"0";"3";;;
"59322";"4000   ";"71800";"GM0599";"2018JJ00";"580";"13";"0";"0";"0";"0";"13";"82";"77";"1";"4";"1";"6";"3";"0";"1";"7";"0";"12";"0";"12";"3";"3";"3";;"0";"1";"8";"12";"5";"5";"17";"14";"3";"74";"0";"0";"74";"47";"0";"10";"37";"170";"23";"15";"8";"60";"58";"29";"67";"6";"22";"33";"0";"33";"6";"25";"0";"2";"1";"1";"23";"4";"7";"5";"2";"14";"6";"8";"0";"0";"0";"0";"0";"0";"20";;"9";"11";"35";"26";"1";"1";"0";"24";"0";"0";"1";"1";"0";"1";"7";;;
"59323";"4000   ";"71800";"GM0599";"2019JJ00";"548";"12";"0";"0";"0";"0";"12";"93";"86";"1";"3";"0";"7";"3";"0";"1";"5";"0";"17";"0";"14";"0";"3";"1";;"1";"0";"15";"15";"7";"1";"14";"13";"1";"69";"0";"0";"69";"48";"0";"12";"36";"144";"24";"13";"11";"47";"36";"37";"51";"6";"9";"27";"2";"25";"9";"20";"1";"0";"0";"0";"19";"3";"10";"3";"7";"22";"14";"8";"0";"0";"0";"0";"0";"0";"31";;"16";"15";"30";"24";"0";"0";"0";"23";"0";"0";"1";"0";"0";"0";"6";;;
"59324";"4000   ";"71800";"GM0599";"2020JJ00";"624";"13";"0";"0";"0";"0";"13";"87";"85";"2";"4";"1";"10";"1";"2";"1";"5";"0";"15";"2";"13";"1";"1";"2";;"0";"1";"7";"17";"2";"2";"8";"6";"2";"61";"0";"0";"61";"31";"0";"2";"29";"137";"29";"19";"10";"43";"40";"25";"49";"0";"13";"30";"2";"28";"6";"19";"1";"2";"0";"2";"16";"2";"5";"2";"3";"22";"10";"12";"0";"0";"1";"0";"0";"1";"27";;"17";"10";"31";"29";"1";"1";"0";"27";"0";"1";"0";"0";"0";"0";"2";"129";"123";"6"
"59345";"4000   ";"71800";"GM0855";"2016JJ00";"189";"7";"1";"0";"0";"0";"6";"33";"31";"0";"0";"4";"3";"2";"0";"0";"3";"0";"5";"0";"2";"2";"1";"1";;"2";"1";"1";"4";"2";"2";"3";"3";"0";"31";"0";"0";"31";"13";"0";"4";"9";"66";"9";"7";"2";"27";"21";"9";"10";"0";"4";"3";"0";"3";"3";"7";"0";"0";"0";"0";"7";"2";"3";"0";"3";"3";"2";"1";"0";"0";"0";"0";"0";"0";"1";;"0";"1";"8";"6";"0";"0";"0";"6";"0";"0";"0";"1";"0";"0";"1";;;
"59346";"4000   ";"71800";"GM0855";"2017JJ00";"209";"11";"0";"0";"0";"0";"11";"44";"40";"0";"1";"0";"5";"0";"0";"0";"2";"0";"6";"1";"5";"0";"0";"2";;"1";"0";"6";"11";"4";"0";"5";"4";"1";"20";"0";"0";"20";"14";"0";"3";"11";"66";"16";"5";"11";"22";"17";"11";"18";"2";"5";"6";"1";"5";"5";"6";"1";"1";"0";"1";"4";"1";"1";"0";"1";"5";"0";"5";"0";"0";"0";"0";"0";"0";"8";;"1";"7";"10";"9";"0";"0";"0";"8";"0";"0";"1";"0";"0";"0";"1";;;
"59347";"4000   ";"71800";"GM0855";"2018JJ00";"198";"1";"0";"0";"0";"0";"1";"41";"38";"1";"1";"0";"6";"0";"1";"0";"1";"0";"8";"0";"4";"0";"0";"3";;"1";"1";"4";"7";"3";"0";"8";"8";"0";"26";"0";"0";"26";"19";"0";"4";"15";"60";"7";"3";"4";"24";"16";"13";"20";"2";"6";"10";"0";"10";"2";"11";"1";"0";"0";"0";"10";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"2";;"1";"1";"9";"8";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"1";;;
"59348";"4000   ";"71800";"GM0855";"2019JJ00";"201";"6";"0";"0";"0";"0";"6";"39";"38";"1";"0";"0";"6";"0";"0";"0";"4";"0";"3";"0";"6";"0";"1";"2";;"2";"3";"2";"8";"1";"0";"2";"2";"0";"34";"0";"0";"34";"13";"0";"2";"11";"52";"10";"3";"7";"21";"11";"10";"17";"0";"4";"9";"1";"8";"4";"6";"0";"0";"0";"0";"6";"1";"0";"0";"0";"9";"7";"2";"0";"0";"0";"0";"0";"0";"8";;"1";"7";"14";"14";"0";"0";"0";"14";"0";"0";"0";"0";"0";"0";"0";;;
"59349";"4000   ";"71800";"GM0855";"2020JJ00";"217";"6";"0";"0";"0";"0";"6";"37";"33";"0";"0";"0";"5";"1";"1";"0";"2";"0";"3";"0";"6";"0";"0";"3";;"0";"4";"2";"6";"4";"2";"4";"3";"1";"26";"0";"0";"26";"16";"0";"1";"15";"42";"6";"3";"3";"20";"10";"6";"15";"0";"10";"5";"0";"5";"0";"6";"0";"0";"0";"0";"6";"1";"3";"0";"3";"6";"3";"3";"0";"0";"0";"0";"0";"0";"5";;"1";"4";"7";"7";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"41";"28";"13"
"59370";"4000   ";"71800";"GM0344";"2016JJ00";"180";"3";"0";"0";"0";"0";"3";"28";"25";"0";"0";"0";"4";"1";"1";"0";"3";"0";"6";"0";"2";"0";"0";"1";;"0";"0";"3";"4";"3";"1";"5";"5";"0";"25";"0";"0";"25";"8";"0";"4";"4";"71";"13";"8";"5";"29";"20";"9";"14";"0";"2";"9";"0";"9";"3";"4";"1";"0";"0";"0";"3";"1";"2";"0";"2";"5";"2";"3";"0";"0";"0";"0";"0";"0";"4";;"1";"3";"9";"8";"0";"0";"0";"7";"0";"0";"1";"0";"0";"0";"1";;;
"59371";"4000   ";"71800";"GM0344";"2017JJ00";"184";"3";"0";"0";"0";"0";"3";"33";"27";"0";"1";"0";"0";"1";"0";"1";"3";"0";"2";"1";"3";"0";"0";"1";;"0";"1";"5";"8";"6";"1";"8";"6";"2";"23";"0";"0";"23";"19";"0";"2";"17";"51";"9";"6";"3";"20";"10";"12";"14";"1";"4";"7";"0";"7";"2";"5";"0";"0";"0";"0";"5";"0";"1";"0";"1";"9";"3";"6";"0";"0";"0";"0";"0";"0";"8";;"3";"5";"9";"9";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";;;
"59372";"4000   ";"71800";"GM0344";"2018JJ00";"174";"4";"0";"0";"0";"0";"4";"25";"24";"1";"1";"0";"1";"0";"0";"1";"0";"0";"2";"0";"3";"1";"1";"0";;"1";"3";"2";"7";"1";"1";"6";"6";"0";"32";"0";"0";"32";"17";"0";"3";"14";"49";"7";"4";"3";"22";"10";"10";"12";"2";"4";"6";"0";"6";"0";"6";"0";"0";"0";"0";"6";"1";"3";"2";"1";"5";"3";"2";"0";"0";"0";"0";"0";"0";"6";;"2";"4";"7";"7";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";;;
"59373";"4000   ";"71800";"GM0344";"2019JJ00";"188";"5";"0";"0";"0";"0";"5";"43";"38";"0";"2";"0";"5";"2";"0";"1";"4";"0";"7";"1";"2";"1";"1";"1";;"0";"1";"3";"7";"5";"0";"7";"5";"2";"25";"0";"0";"25";"14";"0";"4";"10";"50";"4";"3";"1";"22";"12";"12";"14";"0";"3";"9";"0";"9";"2";"5";"0";"0";"0";"0";"5";"0";"1";"0";"1";"7";"3";"4";"0";"0";"0";"0";"0";"0";"11";;"6";"5";"6";"5";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"1";;;
"59374";"4000   ";"71800";"GM0344";"2020JJ00";"210";"4";"0";"0";"0";"0";"4";"27";"25";"0";"0";"1";"2";"1";"0";"1";"1";"0";"3";"2";"2";"0";"1";"0";;"0";"3";"3";"5";"2";"1";"3";"3";"0";"26";"0";"0";"26";"12";"0";"2";"10";"49";"4";"2";"2";"18";"14";"13";"12";"0";"5";"7";"0";"7";"0";"9";"0";"1";"0";"1";"8";"2";"2";"1";"1";"5";"3";"2";"0";"0";"0";"0";"0";"0";"15";;"6";"9";"10";"10";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"33";"28";"5"
"59395";"4000   ";"71800";"GM0479";"2016JJ00";"137";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"59396";"4000   ";"71800";"GM0479";"2017JJ00";"134";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"59397";"4000   ";"71800";"GM0479";"2018JJ00";"121";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"59398";"4000   ";"71800";"GM0479";"2019JJ00";"108";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"59399";"4000   ";"71800";"GM0479";"2020JJ00";"167";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
