"ID";"RegioS";"Perioden";"BevolkingAanHetBeginVanDePeriode_1";"LevendGeborenKinderen_2";"Overledenen_3";"TotaleVestiging_4";"VestigingVanuitEenAndereGemeente_5";"Immigratie_6";"TotaalVertrekInclAdmCorrecties_7";"VertrekNaarAndereGemeente_8";"EmigratieInclusiefAdmCorrecties_9";"OverigeCorrecties_10";"Bevolkingsgroei_11";"BevolkingsgroeiRelatief_12";"BevolkingsgroeiSinds1Januari_13";"BevolkingsgroeiSinds1JanuariRela_14";"BevolkingAanHetEindeVanDePeriode_15"
"76916";"GM0882";"2010JJ00";"38457";"321";"387";"1360";"1199";"161";"1565";"1410";"155";"0";"-271";"-0.7";"-271";"-0.7";"38186"
"76929";"GM0882";"2011JJ00";"38186";"314";"382";"1650";"1512";"138";"1701";"1565";"136";"0";"-119";"-0.31";"-119";"-0.31";"38067"
"76942";"GM0882";"2012JJ00";"38067";"278";"391";"1702";"1573";"129";"1745";"1581";"164";"0";"-156";"-0.41";"-156";"-0.41";"37911"
"76955";"GM0882";"2013JJ00";"37911";"269";"378";"1551";"1414";"137";"1780";"1580";"200";"0";"-338";"-0.89";"-338";"-0.89";"37573"
"76968";"GM0882";"2014JJ00";"37573";"289";"343";"1760";"1624";"136";"1824";"1655";"169";"1";"-117";"-0.31";"-117";"-0.31";"37456"
"76981";"GM0882";"2015JJ00";"37456";"270";"371";"1876";"1694";"182";"1762";"1610";"152";"-4";"9";"0.02";"9";"0.02";"37465"
"76994";"GM0882";"2016JJ00";"37465";"263";"381";"1915";"1744";"171";"1806";"1670";"136";"2";"-7";"-0.02";"-7";"-0.02";"37458"
"77007";"GM0882";"2017JJ00";"37458";"286";"417";"2167";"1993";"174";"1882";"1744";"138";"0";"154";"0.41";"154";"0.41";"37612"
"77020";"GM0882";"2018JJ00";"37612";"291";"437";"2053";"1865";"188";"1927";"1775";"152";"-1";"-21";"-0.06";"-21";"-0.06";"37591"
"77033";"GM0882";"2019JJ00";"37591";"278";"428";"1932";"1754";"178";"1927";"1753";"174";"-1";"-146";"-0.39";"-146";"-0.39";"37445"
"77046";"GM0882";"2020JJ00";"37445";"291";"483";"1916";"1721";"195";"1907";"1765";"142";"0";"-183";"-0.49";"-183";"-0.49";"37262"
"77068";"GM0415";"2002JJ00";"10296";"90";"82";"387";"358";"29";"341";"315";"26";"2";"56";"0.54";"56";"0.54";"10352"
"77081";"GM0415";"2003JJ00";"10352";"111";"83";"314";"283";"31";"376";"362";"14";"-3";"-37";"-0.36";"-37";"-0.36";"10315"
"77094";"GM0415";"2004JJ00";"10315";"80";"77";"373";"352";"21";"418";"410";"8";"-1";"-43";"-0.42";"-43";"-0.42";"10272"
"77107";"GM0415";"2005JJ00";"10272";"81";"79";"382";"360";"22";"359";"314";"45";"4";"29";"0.28";"29";"0.28";"10301"
"77120";"GM0415";"2006JJ00";"10301";"83";"68";"375";"352";"23";"429";"399";"30";"2";"-37";"-0.36";"-37";"-0.36";"10264"
"77133";"GM0415";"2007JJ00";"10264";"82";"65";"344";"312";"32";"451";"417";"34";"-1";"-91";"-0.89";"-91";"-0.89";"10173"
"77146";"GM0415";"2008JJ00";"10173";"81";"93";"420";"388";"32";"445";"416";"29";"3";"-34";"-0.33";"-34";"-0.33";"10139"
"77159";"GM0415";"2009JJ00";"10139";"83";"75";"404";"364";"40";"319";"305";"14";"1";"94";"0.93";"94";"0.93";"10233"
"77172";"GM0415";"2010JJ00";"10233";"84";"76";"378";"347";"31";"368";"348";"20";"2";"20";"0.2";"20";"0.2";"10253"
"77185";"GM0415";"2011JJ00";"10253";"71";"74";"484";"444";"40";"399";"362";"37";"-1";"81";"0.79";"81";"0.79";"10334"
"77198";"GM0415";"2012JJ00";"10334";"89";"81";"477";"420";"57";"364";"327";"37";"-1";"120";"1.16";"120";"1.16";"10454"
"77211";"GM0415";"2013JJ00";"10454";"81";"85";"394";"350";"44";"401";"354";"47";"1";"-10";"-0.1";"-10";"-0.1";"10444"
"77224";"GM0415";"2014JJ00";"10444";"90";"70";"790";"735";"55";"435";"399";"36";"4";"379";"3.63";"379";"3.63";"10823"
"77237";"GM0415";"2015JJ00";"10823";"89";"91";"595";"543";"52";"442";"396";"46";"3";"154";"1.42";"154";"1.42";"10977"
"77250";"GM0415";"2016JJ00";"10977";"96";"68";"817";"759";"58";"549";"500";"49";"2";"298";"2.71";"298";"2.71";"11275"
"77263";"GM0415";"2017JJ00";"11275";"119";"92";"681";"621";"60";"546";"502";"44";"-2";"160";"1.42";"160";"1.42";"11435"
"77276";"GM0415";"2018JJ00";"11435";"103";"107";"627";"559";"68";"568";"526";"42";"-2";"53";"0.46";"53";"0.46";"11488"
"77289";"GM0415";"2019JJ00";"11488";"102";"99";"563";"520";"43";"563";"505";"58";"0";"3";"0.03";"3";"0.03";"11491"
"77302";"GM0415";"2020JJ00";"11491";"90";"106";"663";"615";"48";"573";"544";"29";"0";"74";"0.64";"74";"0.64";"11565"
"77324";"GM0416";"2002JJ00";"24724";"332";"129";"1070";"1001";"69";"987";"904";"83";"-1";"285";"1.15";"285";"1.15";"25009"
"77337";"GM0416";"2003JJ00";"25009";"313";"116";"1074";"996";"78";"1033";"962";"71";"31";"269";"1.08";"269";"1.08";"25278"
"77350";"GM0416";"2004JJ00";"25278";"296";"148";"1519";"1453";"66";"1022";"956";"66";"14";"659";"2.61";"659";"2.61";"25937"
"77363";"GM0416";"2005JJ00";"25937";"316";"143";"1009";"956";"53";"1184";"1115";"69";"-4";"-6";"-0.02";"-6";"-0.02";"25931"
"77376";"GM0416";"2006JJ00";"25931";"284";"137";"1069";"1014";"55";"1209";"1076";"133";"-4";"3";"0.01";"3";"0.01";"25934"
"77389";"GM0416";"2007JJ00";"25934";"274";"115";"1106";"1050";"56";"1171";"1103";"68";"19";"113";"0.44";"113";"0.44";"26047"
"77402";"GM0416";"2008JJ00";"26047";"300";"121";"1847";"1766";"81";"1182";"1107";"75";"-5";"839";"3.22";"839";"3.22";"26886"
"77415";"GM0416";"2009JJ00";"26886";"286";"132";"1034";"956";"78";"1100";"1023";"77";"-19";"69";"0.26";"69";"0.26";"26955"
"77428";"GM0416";"2010JJ00";"26955";"281";"134";"1047";"964";"83";"1153";"1075";"78";"1";"42";"0.16";"42";"0.16";"26997"
"77441";"GM0416";"2011JJ00";"26997";"264";"132";"1010";"946";"64";"1148";"1025";"123";"0";"-6";"-0.02";"-6";"-0.02";"26991"
"77454";"GM0416";"2012JJ00";"26991";"253";"155";"972";"897";"75";"1160";"1057";"103";"-2";"-92";"-0.34";"-92";"-0.34";"26899"
"77467";"GM0416";"2013JJ00";"26899";"247";"160";"1132";"1043";"89";"1187";"1120";"67";"4";"36";"0.13";"36";"0.13";"26935"
"77480";"GM0416";"2014JJ00";"26935";"288";"165";"1305";"1207";"98";"1076";"1002";"74";"0";"352";"1.31";"352";"1.31";"27287"
"77493";"GM0416";"2015JJ00";"27287";"260";"206";"1495";"1378";"117";"1390";"1296";"94";"1";"160";"0.59";"160";"0.59";"27447"
"77506";"GM0416";"2016JJ00";"27447";"248";"172";"1509";"1399";"110";"1423";"1313";"110";"-1";"161";"0.59";"161";"0.59";"27608"
"77519";"GM0416";"2017JJ00";"27608";"235";"180";"1722";"1602";"120";"1548";"1454";"94";"-1";"228";"0.83";"228";"0.83";"27836"
"77532";"GM0416";"2018JJ00";"27836";"278";"195";"1477";"1336";"141";"1403";"1307";"96";"-1";"156";"0.56";"156";"0.56";"27992"
"77545";"GM0416";"2019JJ00";"27992";"261";"186";"1582";"1453";"129";"1482";"1371";"111";"-4";"171";"0.61";"171";"0.61";"28163"
"77558";"GM0416";"2020JJ00";"28163";"281";"205";"1535";"1425";"110";"1445";"1378";"67";"6";"172";"0.61";"172";"0.61";"28335"
"77580";"GM1621";"2002JJ00";;;;;;;;;;;;;;;
"77593";"GM1621";"2003JJ00";;;;;;;;;;;;;;;
"77606";"GM1621";"2004JJ00";;;;;;;;;;;;;;;
"77619";"GM1621";"2005JJ00";;;;;;;;;;;;;;;
"77632";"GM1621";"2006JJ00";;;;;;;;;;;;;;;
"77645";"GM1621";"2007JJ00";"47927";"696";"305";"3081";"2905";"176";"1904";"1587";"317";"-84";"1484";"3.1";"1484";"3.1";"49411"
"77658";"GM1621";"2008JJ00";"49411";"743";"271";"2958";"2769";"189";"1821";"1572";"249";"-1";"1608";"3.25";"1608";"3.25";"51019"
"77671";"GM1621";"2009JJ00";"51019";"691";"262";"2596";"2415";"181";"1500";"1315";"185";"21";"1546";"3.03";"1546";"3.03";"52565"
"77684";"GM1621";"2010JJ00";"52565";"813";"269";"2588";"2339";"249";"1598";"1364";"234";"-9";"1525";"2.9";"1525";"2.9";"54090"
"77697";"GM1621";"2011JJ00";"54090";"759";"288";"2446";"2213";"233";"1746";"1478";"268";"4";"1175";"2.17";"1175";"2.17";"55265"
"77710";"GM1621";"2012JJ00";"55265";"774";"285";"2407";"2173";"234";"1659";"1434";"225";"4";"1241";"2.25";"1241";"2.25";"56506"
"77723";"GM1621";"2013JJ00";"56506";"740";"328";"2051";"1846";"205";"1842";"1629";"213";"-5";"616";"1.09";"616";"1.09";"57122"
"77736";"GM1621";"2014JJ00";"57122";"695";"261";"2512";"2260";"252";"1938";"1713";"225";"3";"1011";"1.77";"1011";"1.77";"58133"
"77749";"GM1621";"2015JJ00";"58133";"651";"313";"2732";"2468";"264";"2169";"1904";"265";"1";"902";"1.55";"902";"1.55";"59035"
"77762";"GM1621";"2016JJ00";"59035";"703";"348";"3099";"2830";"269";"2381";"2160";"221";"-3";"1070";"1.81";"1070";"1.81";"60105"
"77775";"GM1621";"2017JJ00";"60105";"753";"368";"3086";"2845";"241";"2420";"2194";"226";"-1";"1050";"1.75";"1050";"1.75";"61155"
"77788";"GM1621";"2018JJ00";"61155";"724";"384";"2579";"2315";"264";"2477";"2289";"188";"4";"446";"0.73";"446";"0.73";"61601"
"77801";"GM1621";"2019JJ00";"61601";"666";"389";"2913";"2655";"258";"2418";"2193";"225";"0";"772";"1.25";"772";"1.25";"62373"
"77814";"GM1621";"2020JJ00";"62384";"709";"423";"3171";"2907";"264";"2478";"2279";"199";"0";"979";"1.57";"979";"1.57";"63363"
"77836";"GM0417";"2002JJ00";"11862";"117";"230";"1133";"734";"399";"1203";"990";"213";"-5";"-188";"-1.58";"-188";"-1.58";"11674"
"77849";"GM0417";"2003JJ00";"11674";"121";"267";"1237";"970";"267";"1182";"940";"242";"7";"-84";"-0.72";"-84";"-0.72";"11590"
"77862";"GM0417";"2004JJ00";"11590";"108";"232";"999";"893";"106";"984";"813";"171";"7";"-102";"-0.88";"-102";"-0.88";"11488"
"77875";"GM0417";"2005JJ00";"11488";"82";"215";"775";"681";"94";"1124";"989";"135";"-1";"-483";"-4.2";"-483";"-4.2";"11005"
"77888";"GM0417";"2006JJ00";"11005";"93";"213";"872";"763";"109";"779";"671";"108";"1";"-26";"-0.24";"-26";"-0.24";"10979"
"77901";"GM0417";"2007JJ00";"10979";"83";"195";"878";"707";"171";"786";"638";"148";"-1";"-21";"-0.19";"-21";"-0.19";"10958"
"77914";"GM0417";"2008JJ00";"10958";"78";"206";"1772";"790";"982";"1016";"935";"81";"-1";"627";"5.72";"627";"5.72";"11585"
"77927";"GM0417";"2009JJ00";"11585";"88";"238";"1033";"582";"451";"1149";"1030";"119";"4";"-262";"-2.26";"-262";"-2.26";"11323"
"77940";"GM0417";"2010JJ00";"11323";"87";"214";"1351";"746";"605";"1135";"1003";"132";"6";"95";"0.84";"95";"0.84";"11418"
"77953";"GM0417";"2011JJ00";"11418";"81";"236";"1251";"772";"479";"1158";"971";"187";"4";"-58";"-0.51";"-58";"-0.51";"11360"
"77966";"GM0417";"2012JJ00";"11360";"60";"241";"916";"735";"181";"1206";"935";"271";"0";"-471";"-4.15";"-471";"-4.15";"10889"
"77979";"GM0417";"2013JJ00";"10889";"59";"230";"797";"688";"109";"655";"548";"107";"2";"-27";"-0.25";"-27";"-0.25";"10862"
"77992";"GM0417";"2014JJ00";"10862";"79";"222";"834";"718";"116";"699";"608";"91";"3";"-5";"-0.05";"-5";"-0.05";"10857"
"78005";"GM0417";"2015JJ00";"10857";"60";"223";"1029";"882";"147";"769";"654";"115";"2";"99";"0.91";"99";"0.91";"10956"
"78018";"GM0417";"2016JJ00";"10956";"72";"239";"1118";"949";"169";"817";"731";"86";"-2";"132";"1.2";"132";"1.2";"11088"
"78031";"GM0417";"2017JJ00";"11088";"74";"243";"1070";"903";"167";"843";"757";"86";"0";"58";"0.52";"58";"0.52";"11146"
"78044";"GM0417";"2018JJ00";"11146";"74";"222";"1000";"823";"177";"809";"666";"143";"6";"49";"0.44";"49";"0.44";"11195"
"78057";"GM0417";"2019JJ00";"11195";"76";"234";"1034";"850";"184";"790";"679";"111";"-1";"85";"0.76";"85";"0.76";"11280"
"78070";"GM0417";"2020JJ00";"11280";"96";"289";"1139";"975";"164";"828";"733";"95";"0";"118";"1.05";"118";"1.05";"11398"
"78092";"GM0022";"2002JJ00";"19349";"196";"154";"1114";"821";"293";"1168";"1046";"122";"-18";"-30";"-0.16";"-30";"-0.16";"19319"
"78105";"GM0022";"2003JJ00";"19319";"208";"153";"1195";"1091";"104";"1086";"987";"99";"2";"166";"0.86";"166";"0.86";"19485"
"78118";"GM0022";"2004JJ00";"19485";"211";"149";"1112";"996";"116";"1159";"1084";"75";"10";"25";"0.13";"25";"0.13";"19510"
"78131";"GM0022";"2005JJ00";"19510";"210";"157";"977";"900";"77";"1602";"1394";"208";"-2";"-574";"-2.94";"-574";"-2.94";"18936"
"78144";"GM0022";"2006JJ00";"18936";"206";"152";"1179";"1121";"58";"982";"919";"63";"3";"254";"1.34";"254";"1.34";"19190"
"78157";"GM0022";"2007JJ00";"19190";"211";"152";"1180";"1078";"102";"1144";"1044";"100";"4";"99";"0.52";"99";"0.52";"19289"
"78170";"GM0022";"2008JJ00";"19289";"219";"125";"1088";"1019";"69";"1024";"952";"72";"3";"161";"0.83";"161";"0.83";"19450"
"78183";"GM0022";"2009JJ00";"19450";"192";"162";"872";"814";"58";"988";"928";"60";"0";"-86";"-0.44";"-86";"-0.44";"19364"
"78196";"GM0022";"2010JJ00";"19364";"183";"171";"794";"735";"59";"835";"784";"51";"-2";"-31";"-0.16";"-31";"-0.16";"19333"
"78209";"GM0022";"2011JJ00";"19333";"196";"122";"986";"817";"169";"926";"871";"55";"0";"134";"0.69";"134";"0.69";"19467"
"78222";"GM0022";"2012JJ00";"19467";"176";"167";"998";"902";"96";"865";"779";"86";"2";"144";"0.74";"144";"0.74";"19611"
"78235";"GM0022";"2013JJ00";"19611";"153";"152";"874";"790";"84";"889";"798";"91";"0";"-14";"-0.07";"-14";"-0.07";"19597"
"78248";"GM0022";"2014JJ00";"19597";"200";"160";"960";"852";"108";"1119";"982";"137";"0";"-119";"-0.61";"-119";"-0.61";"19478"
"78261";"GM0022";"2015JJ00";"19478";"174";"192";"1105";"1041";"64";"1030";"932";"98";"1";"58";"0.3";"58";"0.3";"19536"
"78274";"GM0022";"2016JJ00";"19536";"157";"151";"1206";"1146";"60";"1107";"1048";"59";"2";"107";"0.55";"107";"0.55";"19643"
"78287";"GM0022";"2017JJ00";"19643";"163";"212";"1185";"1138";"47";"1110";"1017";"93";"0";"26";"0.13";"26";"0.13";"19669"
"78300";"GM0022";"2018JJ00";"19669";"183";"195";"1187";"1125";"62";"1103";"1054";"49";"-9";"63";"0.32";"63";"0.32";"19732"
"78313";"GM0022";"2019JJ00";;;;;;;;;;;;;;;
"78326";"GM0022";"2020JJ00";;;;;;;;;;;;;;;
"78348";"GM0545";"2002JJ00";"21026";"296";"216";"725";"648";"77";"753";"684";"69";"-4";"48";"0.23";"48";"0.23";"21074"
"78361";"GM0545";"2003JJ00";"21074";"268";"207";"629";"585";"44";"730";"652";"78";"16";"-24";"-0.11";"-24";"-0.11";"21050"
"78374";"GM0545";"2004JJ00";"21050";"264";"191";"622";"558";"64";"790";"724";"66";"1";"-94";"-0.45";"-94";"-0.45";"20956"
"78387";"GM0545";"2005JJ00";"20956";"230";"202";"665";"610";"55";"839";"726";"113";"-1";"-147";"-0.7";"-147";"-0.7";"20809"
"78400";"GM0545";"2006JJ00";"20809";"230";"192";"640";"578";"62";"802";"693";"109";"3";"-121";"-0.58";"-121";"-0.58";"20688"
"78413";"GM0545";"2007JJ00";"20688";"237";"192";"714";"642";"72";"819";"745";"74";"-4";"-64";"-0.31";"-64";"-0.31";"20624"
"78426";"GM0545";"2008JJ00";"20624";"243";"171";"830";"748";"82";"795";"700";"95";"1";"108";"0.52";"108";"0.52";"20732"
"78439";"GM0545";"2009JJ00";"20732";"232";"204";"615";"535";"80";"628";"560";"68";"-2";"13";"0.06";"13";"0.06";"20745"
"78452";"GM0545";"2010JJ00";"20745";"201";"203";"669";"583";"86";"722";"646";"76";"2";"-53";"-0.26";"-53";"-0.26";"20692"
"78465";"GM0545";"2011JJ00";"20692";"202";"186";"657";"558";"99";"701";"607";"94";"0";"-28";"-0.14";"-28";"-0.14";"20664"
"78478";"GM0545";"2012JJ00";"20664";"229";"207";"727";"655";"72";"694";"559";"135";"-1";"54";"0.26";"54";"0.26";"20718"
"78491";"GM0545";"2013JJ00";"20718";"201";"216";"635";"541";"94";"749";"632";"117";"1";"-128";"-0.62";"-128";"-0.62";"20590"
"78504";"GM0545";"2014JJ00";"20590";"213";"221";"727";"669";"58";"742";"602";"140";"1";"-22";"-0.11";"-22";"-0.11";"20568"
"78517";"GM0545";"2015JJ00";"20568";"214";"204";"900";"810";"90";"764";"675";"89";"-3";"143";"0.7";"143";"0.7";"20711"
"78530";"GM0545";"2016JJ00";"20711";"226";"216";"986";"867";"119";"802";"740";"62";"0";"194";"0.94";"194";"0.94";"20905"
"78543";"GM0545";"2017JJ00";"20905";"222";"246";"1134";"1044";"90";"987";"898";"89";"2";"125";"0.6";"125";"0.6";"21030"
"78556";"GM0545";"2018JJ00";"21030";"218";"226";"1072";"941";"131";"881";"799";"82";"35";"218";"1.04";"218";"1.04";"21248"
"78569";"GM0545";"2019JJ00";;;;;;;;;;;;;;;
"78582";"GM0545";"2020JJ00";;;;;;;;;;;;;;;
"78604";"GM0326";"2002JJ00";"7424";"90";"73";"584";"403";"181";"588";"488";"100";"16";"29";"0.39";"29";"0.39";"7453"
"78617";"GM0326";"2003JJ00";"7453";"76";"69";"507";"437";"70";"463";"380";"83";"6";"57";"0.76";"57";"0.76";"7510"
"78630";"GM0326";"2004JJ00";"7510";"73";"70";"691";"588";"103";"515";"451";"64";"-5";"174";"2.32";"174";"2.32";"7684"
"78643";"GM0326";"2005JJ00";"7684";"68";"68";"490";"440";"50";"662";"539";"123";"3";"-169";"-2.2";"-169";"-2.2";"7515"
"78656";"GM0326";"2006JJ00";;;;;;;;;;;;;;;
"78669";"GM0326";"2007JJ00";;;;;;;;;;;;;;;
"78682";"GM0326";"2008JJ00";;;;;;;;;;;;;;;
"78695";"GM0326";"2009JJ00";;;;;;;;;;;;;;;
"78708";"GM0326";"2010JJ00";;;;;;;;;;;;;;;
"78721";"GM0326";"2011JJ00";;;;;;;;;;;;;;;
"78734";"GM0326";"2012JJ00";;;;;;;;;;;;;;;
"78747";"GM0326";"2013JJ00";;;;;;;;;;;;;;;
"78760";"GM0326";"2014JJ00";;;;;;;;;;;;;;;
"78773";"GM0326";"2015JJ00";;;;;;;;;;;;;;;
"78786";"GM0326";"2016JJ00";;;;;;;;;;;;;;;
"78799";"GM0326";"2017JJ00";;;;;;;;;;;;;;;
"78812";"GM0326";"2018JJ00";;;;;;;;;;;;;;;
"78825";"GM0326";"2019JJ00";;;;;;;;;;;;;;;
"78838";"GM0326";"2020JJ00";;;;;;;;;;;;;;;
"78860";"GM0080";"2002JJ00";"90516";"1061";"942";"6150";"5218";"932";"5488";"5051";"437";"-13";"768";"0.85";"768";"0.85";"91284"
"78873";"GM0080";"2003JJ00";"91284";"1075";"933";"5772";"4994";"778";"5877";"5135";"742";"33";"70";"0.08";"70";"0.08";"91354"
"78886";"GM0080";"2004JJ00";"91354";"1087";"840";"5748";"5134";"614";"5612";"5016";"596";"12";"395";"0.43";"395";"0.43";"91749"
"78899";"GM0080";"2005JJ00";"91749";"1009";"871";"5781";"5142";"639";"5892";"5111";"781";"41";"68";"0.07";"68";"0.07";"91817"
"78912";"GM0080";"2006JJ00";"91817";"1094";"870";"6111";"5353";"758";"5875";"4939";"936";"65";"525";"0.57";"525";"0.57";"92342"
"78925";"GM0080";"2007JJ00";"92342";"1050";"813";"6003";"5131";"872";"5744";"5030";"714";"26";"522";"0.57";"522";"0.57";"92864"
"78938";"GM0080";"2008JJ00";"92864";"1081";"793";"6402";"5278";"1124";"6090";"5075";"1015";"34";"634";"0.68";"634";"0.68";"93498"
"78951";"GM0080";"2009JJ00";"93498";"1108";"853";"5726";"4750";"976";"5433";"4852";"581";"27";"575";"0.61";"575";"0.61";"94073"
"78964";"GM0080";"2010JJ00";"94073";"1132";"890";"6108";"4802";"1306";"5567";"4851";"716";"-18";"765";"0.81";"765";"0.81";"94838"
"78977";"GM0080";"2011JJ00";"94838";"1034";"807";"6162";"5044";"1118";"5909";"4977";"932";"3";"483";"0.51";"483";"0.51";"95321"
"78990";"GM0080";"2012JJ00";"95321";"1096";"855";"6272";"5165";"1107";"5880";"4850";"1030";"-5";"628";"0.66";"628";"0.66";"95949"
"79003";"GM0080";"2013JJ00";"95949";"1055";"885";"6541";"5473";"1068";"6355";"5185";"1170";"13";"369";"0.38";"369";"0.38";"96318"
"79016";"GM0080";"2014JJ00";"107342";"1187";"907";"7065";"5870";"1195";"6979";"5661";"1318";"-17";"349";"0.33";"349";"0.33";"107691"
"79029";"GM0080";"2015JJ00";"107691";"1102";"925";"6733";"5485";"1248";"6704";"5757";"947";"0";"206";"0.19";"206";"0.19";"107897"
"79042";"GM0080";"2016JJ00";"107897";"1135";"948";"7642";"6244";"1398";"7051";"6032";"1019";"-8";"770";"0.71";"770";"0.71";"108667"
"79055";"GM0080";"2017JJ00";"108667";"1147";"1013";"7587";"6110";"1477";"7455";"6137";"1318";"9";"275";"0.25";"275";"0.25";"108942"
"79068";"GM0080";"2018JJ00";"122415";"1175";"1050";"7801";"6110";"1691";"7230";"6001";"1229";"-4";"692";"0.57";"692";"0.57";"123107"
"79081";"GM0080";"2019JJ00";"123107";"1181";"1181";"8030";"6094";"1936";"7049";"5946";"1103";"-4";"977";"0.79";"977";"0.79";"124084"
"79094";"GM0080";"2020JJ00";"124084";"1140";"1100";"7777";"6257";"1520";"7407";"6142";"1265";"-13";"397";"0.32";"397";"0.32";"124481"
"79116";"GM0081";"2002JJ00";"10650";"114";"67";"422";"404";"18";"476";"446";"30";"-7";"-14";"-0.13";"-14";"-0.13";"10636"
"79129";"GM0081";"2003JJ00";"10636";"125";"58";"371";"353";"18";"471";"454";"17";"-3";"-36";"-0.34";"-36";"-0.34";"10600"
"79142";"GM0081";"2004JJ00";"10600";"100";"53";"379";"363";"16";"487";"465";"22";"4";"-57";"-0.54";"-57";"-0.54";"10543"
"79155";"GM0081";"2005JJ00";"10543";"102";"55";"392";"376";"16";"485";"471";"14";"-4";"-50";"-0.47";"-50";"-0.47";"10493"
"79168";"GM0081";"2006JJ00";"10493";"92";"70";"390";"378";"12";"498";"466";"32";"5";"-81";"-0.77";"-81";"-0.77";"10412"
"79181";"GM0081";"2007JJ00";"10412";"84";"64";"430";"415";"15";"477";"446";"31";"-2";"-29";"-0.28";"-29";"-0.28";"10383"
"79194";"GM0081";"2008JJ00";"10383";"90";"75";"419";"409";"10";"459";"438";"21";"0";"-25";"-0.24";"-25";"-0.24";"10358"
"79207";"GM0081";"2009JJ00";"10358";"96";"60";"482";"460";"22";"445";"421";"24";"4";"77";"0.74";"77";"0.74";"10435"
"79220";"GM0081";"2010JJ00";"10435";"88";"73";"377";"366";"11";"448";"421";"27";"-2";"-58";"-0.56";"-58";"-0.56";"10377"
"79233";"GM0081";"2011JJ00";"10377";"87";"75";"411";"393";"18";"470";"450";"20";"2";"-45";"-0.43";"-45";"-0.43";"10332"
"79246";"GM0081";"2012JJ00";"10332";"83";"94";"407";"383";"24";"414";"394";"20";"0";"-18";"-0.17";"-18";"-0.17";"10314"
"79259";"GM0081";"2013JJ00";"10314";"71";"73";"469";"449";"20";"503";"475";"28";"0";"-36";"-0.35";"-36";"-0.35";"10278"
"79272";"GM0081";"2014JJ00";"10278";"92";"79";"420";"399";"21";"489";"473";"16";"-1";"-57";"-0.55";"-57";"-0.55";"10221"
"79285";"GM0081";"2015JJ00";"10221";"75";"92";"431";"419";"12";"461";"449";"12";"1";"-46";"-0.45";"-46";"-0.45";"10175"
"79298";"GM0081";"2016JJ00";"10175";"75";"102";"516";"499";"17";"556";"526";"30";"0";"-67";"-0.66";"-67";"-0.66";"10108"
"79311";"GM0081";"2017JJ00";"10108";"86";"99";"508";"498";"10";"512";"488";"24";"-12";"-29";"-0.29";"-29";"-0.29";"10079"
"79324";"GM0081";"2018JJ00";;;;;;;;;;;;;;;
"79337";"GM0081";"2019JJ00";;;;;;;;;;;;;;;
"79350";"GM0081";"2020JJ00";;;;;;;;;;;;;;;
"79372";"GM0546";"2002JJ00";"117170";"1523";"958";"7442";"5708";"1734";"7523";"6298";"1225";"35";"519";"0.44";"519";"0.44";"117689"
"79385";"GM0546";"2003JJ00";"117689";"1471";"889";"7819";"6103";"1716";"7460";"5911";"1549";"72";"1013";"0.86";"1013";"0.86";"118702"
"79398";"GM0546";"2004JJ00";"118702";"1432";"892";"7141";"5624";"1517";"7888";"6190";"1698";"68";"-139";"-0.12";"-139";"-0.12";"118563"
"79411";"GM0546";"2005JJ00";"118563";"1406";"824";"7368";"5864";"1504";"8459";"6828";"1631";"15";"-494";"-0.42";"-494";"-0.42";"118069"
"79424";"GM0546";"2006JJ00";"118069";"1417";"850";"7528";"5833";"1695";"8748";"6964";"1784";"69";"-584";"-0.49";"-584";"-0.49";"117485"
"79437";"GM0546";"2007JJ00";"117485";"1334";"894";"7927";"6055";"1872";"9021";"7355";"1666";"47";"-607";"-0.52";"-607";"-0.52";"116878"
"79450";"GM0546";"2008JJ00";"116878";"1318";"884";"8253";"6114";"2139";"8827";"7121";"1706";"49";"-91";"-0.08";"-91";"-0.08";"116787"
"79463";"GM0546";"2009JJ00";"116787";"1358";"895";"8132";"6091";"2041";"8307";"6351";"1956";"48";"336";"0.29";"336";"0.29";"117123"
"79476";"GM0546";"2010JJ00";"117123";"1405";"887";"8039";"5997";"2042";"7741";"6111";"1630";"-24";"792";"0.68";"792";"0.68";"117915"
"79489";"GM0546";"2011JJ00";"117915";"1352";"845";"8449";"6291";"2158";"8118";"6252";"1866";"-5";"833";"0.71";"833";"0.71";"118748"
"79502";"GM0546";"2012JJ00";"118748";"1277";"845";"9245";"6961";"2284";"8625";"6429";"2196";"0";"1052";"0.89";"1052";"0.89";"119800"
"79515";"GM0546";"2013JJ00";"119800";"1252";"878";"9349";"6888";"2461";"8348";"6284";"2064";"-12";"1363";"1.14";"1363";"1.14";"121163"
"79528";"GM0546";"2014JJ00";"121163";"1303";"885";"9466";"7034";"2432";"9486";"7144";"2342";"1";"399";"0.33";"399";"0.33";"121562"
"79541";"GM0546";"2015JJ00";"121562";"1209";"913";"10406";"7570";"2836";"9690";"7406";"2284";"-13";"999";"0.82";"999";"0.82";"122561"
"79554";"GM0546";"2016JJ00";"122561";"1224";"843";"11327";"8458";"2869";"10604";"7731";"2873";"-4";"1100";"0.9";"1100";"0.9";"123661"
"79567";"GM0546";"2017JJ00";"123661";"1193";"883";"11596";"8187";"3409";"11256";"8032";"3224";"-5";"645";"0.52";"645";"0.52";"124306"
